id,tag
564491,biotech
564491,education
564491,biology
564491,women
564491,medical research
564491,TED-Ed
564491,bioethics
564491,pregnancy
564491,animation
564491,human body
564491,human rights
564491,ethics
565784,technology
565784,media
565784,future
565784,storytelling
565784,communication
565784,AI
565784,writing
565784,artificial intelligence
564303,culture
564303,personal growth
564303,decision-making
564303,society
564303,goals
564303,TED Membership
564727,climate change
564727,social change
564727,activism
564727,happiness
564727,Countdown
553375,culture
553375,education
553375,love
553375,relationships
553375,storytelling
553375,ancient world
553375,TED-Ed
553375,animation
564897,culture
564897,politics
564897,interview
564897,social change
564897,leadership
564897,society
564897,indigenous peoples
563991,entertainment
563991,media
563991,creativity
563991,art
563991,storytelling
563991,motivation
563991,personal growth
563991,humor
563991,identity
563991,television
563991,diversity
564936,business
564936,media
564936,social change
564936,creativity
564936,future
564936,community
564936,social media
564936,TEDx
564936,Ideas
564740,psychology
564740,relationships
564740,communication
564740,personal growth
564740,TEDx
564740,emotions
564489,science
564489,biotech
564489,education
564489,health
564489,health care
564489,biology
564489,public health
564489,TED-Ed
564489,bioethics
564489,animation
564489,human body
564489,ethics
557037,technology
557037,business
557037,innovation
557037,love
557037,relationships
557037,marketing
557037,communication
557037,AI
557037,artificial intelligence
561608,culture
561608,animals
561608,photography
561608,society
564979,health
564979,heart health
564979,ted health podcast
564105,climate change
564105,science
564105,sustainability
564105,technology
564105,innovation
564105,food
564105,future
564105,energy
564105,Countdown
560004,entertainment
560004,media
560004,creativity
560004,art
560004,history
560004,storytelling
560004,personal growth
560004,productivity
560004,Internet
563989,education
563989,psychology
563989,motivation
563989,mental health
563989,TED-Ed
563989,animation
563989,emotions
563709,science
563709,technology
563709,innovation
563709,brain
563709,AI
563709,neuroscience
563709,artificial intelligence
549027,science
549027,health
549027,psychology
549027,personal growth
549027,brain
549027,neuroscience
563582,science
563582,technology
563582,innovation
563582,history
563582,electricity
563582,Countdown
564124,technology
564124,education
564124,future
564124,TED-Ed
564124,animation
563537,media
563537,creativity
563537,storytelling
563537,communication
563537,humor
563537,social media
563537,Internet
563460,science
563460,health
563460,TEDx
563460,sleep
555877,art
555877,photography
555877,personal growth
555877,self
562982,climate change
562982,environment
562982,science
562982,sustainability
562982,education
562982,nature
562982,agriculture
562982,TED-Ed
562982,natural resources
562982,animation
562754,science
562754,technology
562754,astronomy
562754,universe
562754,physics
562754,space
562754,telescopes
562754,astrobiology
562754,aliens
561606,technology
561606,computers
561606,psychology
561606,communication
561606,AI
561606,artificial intelligence
556122,culture
556122,technology
556122,AI
556122,society
556122,beauty
556122,social media
556122,human body
556122,kids
562853,technology
562853,business
562853,relationships
562853,communication
562853,personal growth
562853,TEDx
563056,health care
563056,marketing
563056,leadership
563056,medicine
563056,public health
563056,medical research
562391,science
562391,technology
562391,computers
562391,education
562391,physics
562391,TED-Ed
562391,animation
562391,nanotechnology
562391,quantum
554298,business
554298,social change
554298,food
554298,philanthropy
562004,climate change
562004,environment
562004,science
562004,sustainability
562004,pollution
562004,policy
562004,Countdown
562004,renewable energy
557132,education
557132,food
557132,health
557132,TED-Ed
557132,animation
557132,human body
557132,heart
562728,technology
562728,computers
562728,innovation
562728,AI
562728,humanity
562728,curiosity
562728,artificial intelligence
561914,performance
561914,relationships
561914,storytelling
561914,personal growth
561914,self
561914,emotions
561604,technology
561604,computers
561604,history
561604,AI
561604,ancient world
561604,machine learning
554332,environment
554332,politics
554332,innovation
554332,conservation
554332,Countdown
556611,education
556611,animals
556611,history
556611,TED-Ed
556611,animation
557559,business
557559,entrepreneur
557559,leadership
557559,success
557559,work
557559,personal growth
557559,TEDx
553124,culture
553124,business
553124,social change
553124,marketing
554978,business
554978,collaboration
554978,innovation
554978,future
554978,leadership
554978,work
554978,work-life balance
554978,worklife
558004,education
558004,history
558004,medicine
558004,brain
558004,mental health
558004,medical research
558004,Surgery
558004,TED-Ed
558004,animation
547107,technology
547107,biotech
547107,health
547107,health care
547107,AI
547107,TED Fellows
547107,equality
558052,climate change
558052,sustainability
558052,technology
558052,statistics
558052,energy
558052,solar energy
558052,data
558052,Countdown
558052,renewable energy
555881,health
555881,time
555881,brain
555881,neuroscience
555881,TEDx
555881,human body
555881,heart
561209,politics
561209,technology
561209,United States
561209,law
561209,social media
561209,Internet
561209,government
561209,policy
553377,education
553377,history
553377,chemistry
553377,TED-Ed
553377,animation
558154,technology
558154,computers
558154,software
558154,innovation
558154,relationships
558154,AI
558154,mental health
558154,society
558154,artificial intelligence
560240,global issues
560240,politics
560240,social change
560240,United States
560240,society
560240,government
560240,current events
561189,music
561189,creativity
556631,culture
556631,education
556631,history
556631,china
556631,TED-Ed
556631,animation
558621,technology
