id,slug,speakers,title,url
595652,carolyn_harris_history_vs_russia_s_most_infamous_empress,Carolyn Harris,History vs. Russia’s most infamous empress,https://www.ted.com/talks/carolyn_harris_history_vs_russia_s_most_infamous_empress
595195,oz_pearlman_the_art_of_reading_minds,Oz Pearlman,The art of reading minds,https://www.ted.com/talks/oz_pearlman_the_art_of_reading_minds
595192,mohamed_a_sultan_how_to_pull_the_emergency_brake_on_global_warming,Mohamed A. Sultan,How to pull the emergency brake on global warming,https://www.ted.com/talks/mohamed_a_sultan_how_to_pull_the_emergency_brake_on_global_warming
594527,claudia_passos_ferreira_inside_the_mind_of_a_newborn_baby,Claudia Passos Ferreira,Inside the mind of a newborn baby,https://www.ted.com/talks/claudia_passos_ferreira_inside_the_mind_of_a_newborn_baby
596975,cesar_ramirez_sarmiento_the_new_era_of_ai_powered_protein_design,César Ramírez-Sarmiento,The new era of AI-powered protein design,https://www.ted.com/talks/cesar_ramirez_sarmiento_the_new_era_of_ai_powered_protein_design
597556,imogen_ellen_napper_and_jim_bentley_the_weirdest_stuff_orbiting_earth,Imogen Ellen Napper and Jim Bentley,The weirdest stuff orbiting Earth,https://www.ted.com/talks/imogen_ellen_napper_and_jim_bentley_the_weirdest_stuff_orbiting_earth
598761,esther_duflo_tax_the_rich_and_save_the_planet,Esther Duflo,Tax the rich — and save the planet,https://www.ted.com/talks/esther_duflo_tax_the_rich_and_save_the_planet
597554,imran_razik_how_vampire_bats_drink_your_blood_without_you_noticing,Imran Razik,How vampire bats drink your blood without you noticing,https://www.ted.com/talks/imran_razik_how_vampire_bats_drink_your_blood_without_you_noticing
581925,amaury_guichon_a_pastry_chef_works_his_chocolatier_magic_live,Amaury Guichon,A pastry chef works his chocolatier magic — live,https://www.ted.com/talks/amaury_guichon_a_pastry_chef_works_his_chocolatier_magic_live
597955,kate_johnson_the_flourishing_future_of_women_s_sports,Kate Johnson,The flourishing future of women's sports,https://www.ted.com/talks/kate_johnson_the_flourishing_future_of_women_s_sports
596968,claudia_vega_the_hidden_cost_of_buying_gold,Claudia Vega,The hidden cost of buying gold,https://www.ted.com/talks/claudia_vega_the_hidden_cost_of_buying_gold
594330,xu_hao_how_we_re_turning_pollution_into_toys_toothpaste_and_more,Xu Hao,"How we’re turning pollution into toys, toothpaste and more",https://www.ted.com/talks/xu_hao_how_we_re_turning_pollution_into_toys_toothpaste_and_more
596973,matt_pitcher_what_it_s_really_like_to_win_the_lottery,Matt Pitcher,What it’s really like to win the lottery,https://www.ted.com/talks/matt_pitcher_what_it_s_really_like_to_win_the_lottery
596970,refilwe_ledwaba_how_to_empower_the_next_generation_of_pilots,Refilwe Ledwaba,How to empower the next generation of pilots,https://www.ted.com/talks/refilwe_ledwaba_how_to_empower_the_next_generation_of_pilots
595448,anna_rothschild_how_exactly_do_inhalers_work,Anna Rothschild,How exactly do inhalers work?,https://www.ted.com/talks/anna_rothschild_how_exactly_do_inhalers_work
596934,lenore_skenazy_how_to_raise_confident_kids_in_an_age_of_anxiety,Lenore Skenazy,How to raise confident kids in an age of anxiety,https://www.ted.com/talks/lenore_skenazy_how_to_raise_confident_kids_in_an_age_of_anxiety
597320,ian_bremmer_inside_the_gaza_peace_plan,Ian Bremmer,Inside the Gaza peace plan,https://www.ted.com/talks/ian_bremmer_inside_the_gaza_peace_plan
596936,deja_foxx_beyond_the_talk_deja_foxx_on_finding_alternative_online_spaces,Deja Foxx,Beyond the Talk: Deja Foxx on finding alternative online spaces,https://www.ted.com/talks/deja_foxx_beyond_the_talk_deja_foxx_on_finding_alternative_online_spaces
594328,deja_foxx_going_viral_taught_me_the_internet_is_broken_but_fixable,Deja Foxx,Going viral taught me the internet is broken — but fixable,https://www.ted.com/talks/deja_foxx_going_viral_taught_me_the_internet_is_broken_but_fixable
595676,heidi_grant_and_barry_cooper_can_ai_make_us_more_human_a_social_psychologist_and_a_business_leader_answer,Heidi Grant and Barry Cooper,Can AI make us more human? A social psychologist and a business leader answer,https://www.ted.com/talks/heidi_grant_and_barry_cooper_can_ai_make_us_more_human_a_social_psychologist_and_a_business_leader_answer
587540,rachel_yang_your_phone_s_camera_isn_t_as_good_as_you_think,Rachel Yang,Your phone’s camera isn’t as good as you think ,https://www.ted.com/talks/rachel_yang_your_phone_s_camera_isn_t_as_good_as_you_think
595674,matt_tilleard_the_best_thing_that_could_happen_to_the_energy_industry,Matt Tilleard,The best thing that could happen to the energy industry,https://www.ted.com/talks/matt_tilleard_the_best_thing_that_could_happen_to_the_energy_industry
594333,matan_cohen_grumi_friendly_pizza_ufos_and_the_joy_of_ai_generated_video,Matan Cohen Grumi,"Friendly pizza, UFOs and the joy of AI-generated video",https://www.ted.com/talks/matan_cohen_grumi_friendly_pizza_ufos_and_the_joy_of_ai_generated_video
595446,iseult_gillespie_the_greek_myth_of_the_fates_prophecy,Iseult Gillespie,The Greek myth of the Fates’ prophecy,https://www.ted.com/talks/iseult_gillespie_the_greek_myth_of_the_fates_prophecy
590428,gabe_whaley_this_ted_talk_is_full_of_bad_ideas,Gabe Whaley,This TED Talk is full of bad ideas,https://www.ted.com/talks/gabe_whaley_this_ted_talk_is_full_of_bad_ideas
595670,david_fajgenbaum_and_celina_de_sola_how_do_you_turn_hope_into_action_a_doctor_and_a_public_health_expert_answer,David Fajgenbaum and Celina de Sola,How do you turn hope into action? A doctor and a public health expert answer,https://www.ted.com/talks/david_fajgenbaum_and_celina_de_sola_how_do_you_turn_hope_into_action_a_doctor_and_a_public_health_expert_answer
594092,emma_bryce_is_it_really_that_bad_to_eat_cookie_dough,Emma Bryce,Is it really that bad to eat cookie dough?,https://www.ted.com/talks/emma_bryce_is_it_really_that_bad_to_eat_cookie_dough
594325,kanika_chawla_inside_india_s_astonishing_solar_revolution,Kanika Chawla,Inside India's astonishing solar revolution,https://www.ted.com/talks/kanika_chawla_inside_india_s_astonishing_solar_revolution
591849,mfikeyi_makayi_the_emerging_science_of_finding_critical_metals,Mfikeyi Makayi,The emerging science of finding critical metals ,https://www.ted.com/talks/mfikeyi_makayi_the_emerging_science_of_finding_critical_metals
595444,iseult_gillespie_the_myth_of_dionysus_drunken_revenge,Iseult Gillespie,The myth of Dionysus’ drunken revenge,https://www.ted.com/talks/iseult_gillespie_the_myth_of_dionysus_drunken_revenge
595373,alyssa_birnbaum_3_simple_ways_to_build_stronger_relationships_at_work,Alyssa Birnbaum,3 simple ways to build stronger relationships at work,https://www.ted.com/talks/alyssa_birnbaum_3_simple_ways_to_build_stronger_relationships_at_work
592537,melinda_janki_how_we_took_on_an_oil_giant_and_won,Melinda Janki,How we took on an oil giant — and won,https://www.ted.com/talks/melinda_janki_how_we_took_on_an_oil_giant_and_won
594533,yancey_strickler_and_jenny_du_how_do_you_rethink_how_the_world_works_an_entrepreneur_and_an_engineer_answer,Yancey Strickler and Jenny Du,How do you rethink how the world works? An entrepreneur and an engineer answer,https://www.ted.com/talks/yancey_strickler_and_jenny_du_how_do_you_rethink_how_the_world_works_an_entrepreneur_and_an_engineer_answer
595205,paul_triple_h_levesque_patrick_talty_inside_wwe_s_storytelling_machine,"Paul ""Triple H"" Levesque, Patrick Talty",Inside WWE's storytelling machine,https://www.ted.com/talks/paul_triple_h_levesque_patrick_talty_inside_wwe_s_storytelling_machine
592539,richard_dawkins_the_link_between_evolution_and_language,Richard Dawkins,The link between evolution and language,https://www.ted.com/talks/richard_dawkins_the_link_between_evolution_and_language
593674,hannah_boquet_how_video_games_can_power_up_your_parenting,Hannah Boquet,How video games can power up your parenting,https://www.ted.com/talks/hannah_boquet_how_video_games_can_power_up_your_parenting
591506,aqeela_sherrills_the_grassroots_movement_transforming_public_safety,Aqeela Sherrills,The grassroots movement transforming public safety,https://www.ted.com/talks/aqeela_sherrills_the_grassroots_movement_transforming_public_safety
593185,amy_barnes_will_climate_change_make_your_home_uninsurable,Amy Barnes,Will climate change make your home uninsurable?,https://www.ted.com/talks/amy_barnes_will_climate_change_make_your_home_uninsurable
581928,robert_c_green_the_life_saving_secrets_in_your_baby_s_dna,Robert C. Green,The life-saving secrets in your baby's DNA,https://www.ted.com/talks/robert_c_green_the_life_saving_secrets_in_your_baby_s_dna
594323,bradley_tusk_and_ali_kashani_how_will_new_tech_shape_your_life_a_roboticist_and_a_political_strategist_answer,Bradley Tusk and Ali Kashani,How will new tech shape your life? A roboticist and a political strategist answer,https://www.ted.com/talks/bradley_tusk_and_ali_kashani_how_will_new_tech_shape_your_life_a_roboticist_and_a_political_strategist_answer
593340,sarah_stroud_and_michael_vazquez_if_you_had_the_chance_to_be_immortal_would_you_take_it,Sarah Stroud and Michael Vazquez,"If you had the chance to be immortal, would you take it?",https://www.ted.com/talks/sarah_stroud_and_michael_vazquez_if_you_had_the_chance_to_be_immortal_would_you_take_it
594074,harjeet_singh_floating_farms_sponge_cities_and_the_climate_solutions_already_working,Harjeet Singh,"Floating farms, sponge cities and the climate solutions already working",https://www.ted.com/talks/harjeet_singh_floating_farms_sponge_cities_and_the_climate_solutions_already_working
574655,jennifer_wallace_why_we_need_to_know_our_lives_matter,Jennifer Wallace,Why we need to know our lives matter,https://www.ted.com/talks/jennifer_wallace_why_we_need_to_know_our_lives_matter
591845,carolyn_beans_what_are_truffles_and_why_are_they_so_expensive,Carolyn Beans,"What are truffles, and why are they so expensive?",https://www.ted.com/talks/carolyn_beans_what_are_truffles_and_why_are_they_so_expensive
587797,beck_brachman_the_incredible_secrets_hidden_in_your_immune_system,Beck Brachman,The incredible secrets hidden in your immune system,https://www.ted.com/talks/beck_brachman_the_incredible_secrets_hidden_in_your_immune_system
587786,david_fajgenbaum_how_nearly_dying_helped_me_discover_my_own_cure_and_many_more,David Fajgenbaum,How nearly dying helped me discover my own cure (and many more),https://www.ted.com/talks/david_fajgenbaum_how_nearly_dying_helped_me_discover_my_own_cure_and_many_more
592862,lewis_bollard_how_to_end_factory_farming,Lewis Bollard,How to end factory farming,https://www.ted.com/talks/lewis_bollard_how_to_end_factory_farming
592819,rob_bredow_and_nora_atkinson_what_will_the_future_of_art_look_like_a_visual_effects_artist_and_a_curator_answer,Rob Bredow and Nora Atkinson,What will the future of art look like? A visual effects artist and a curator answer,https://www.ted.com/talks/rob_bredow_and_nora_atkinson_what_will_the_future_of_art_look_like_a_visual_effects_artist_and_a_curator_answer
589671,nidhi_upadhyaya_how_we_got_hooked_on_credit_cards,Nidhi Upadhyaya,How we got hooked on credit cards,https://www.ted.com/talks/nidhi_upadhyaya_how_we_got_hooked_on_credit_cards
585774,julienne_oyler_how_displaced_people_are_driving_local_economies,Julienne Oyler,How displaced people are driving local economies,https://www.ted.com/talks/julienne_oyler_how_displaced_people_are_driving_local_economies
591512,sebastian_kind_most_countries_fail_at_clean_energy_here_s_how_mine_succeeded,Sebastián Kind,Most countries fail at clean energy. Here’s how mine succeeded,https://www.ted.com/talks/sebastian_kind_most_countries_fail_at_clean_energy_here_s_how_mine_succeeded
589669,michael_vazquez_and_raye_ploeger_can_humans_be_trusted_with_control_over_genetics,Michael Vazquez and Raye Ploeger,Can humans be trusted with control over genetics?,https://www.ted.com/talks/michael_vazquez_and_raye_ploeger_can_humans_be_trusted_with_control_over_genetics
592967,daphne_halikiopoulou_what_s_behind_the_rise_of_far_right_politics_in_europe,Daphne Halikiopoulou,What’s behind the rise of far right politics in Europe,https://www.ted.com/talks/daphne_halikiopoulou_what_s_behind_the_rise_of_far_right_politics_in_europe
591591,rha_goddess_ted_talks_daily_book_club_intentional_ambition_redefining_your_work_for_greater_joy_freedom_and_fulfillment,Rha Goddess,"TED Talks Daily Book Club: Intentional Ambition: Redefining Your Work for Greater Joy, Freedom, and Fulfillment",https://www.ted.com/talks/rha_goddess_ted_talks_daily_book_club_intentional_ambition_redefining_your_work_for_greater_joy_freedom_and_fulfillment
591792,kathleen_morrill_pirovich_why_are_there_so_many_different_kinds_of_dogs,Kathleen Morrill Pirovich,Why are there so many different kinds of dogs?,https://www.ted.com/talks/kathleen_morrill_pirovich_why_are_there_so_many_different_kinds_of_dogs
590426,anshul_tewari_want_to_make_change_let_young_people_tell_their_stories,Anshul Tewari,Want to make change? Let young people tell their stories,https://www.ted.com/talks/anshul_tewari_want_to_make_change_let_young_people_tell_their_stories
592356,simona_francese_could_we_detect_breast_cancer_with_a_fingerprint,Simona Francese,Could we detect breast cancer with a fingerprint?,https://www.ted.com/talks/simona_francese_could_we_detect_breast_cancer_with_a_fingerprint
591525,cella_wright_can_you_figure_out_the_savanna_mystery,Cella Wright,Can you figure out the savanna mystery?,https://www.ted.com/talks/cella_wright_can_you_figure_out_the_savanna_mystery
579851,lenore_skenazy_why_you_should_spend_less_time_with_your_kids,Lenore Skenazy,Why you should spend less time with your kids,https://www.ted.com/talks/lenore_skenazy_why_you_should_spend_less_time_with_your_kids
594450,salome_agbaroji_and_samora_pinderhughes_beyond_the_talk_salome_agbaroji_and_samora_pinderhughes_in_conversation_with_elise_hu,Salome Agbaroji and Samora Pinderhughes,Beyond the Talk: Salome Agbaroji and Samora Pinderhughes in conversation with Elise Hu,https://www.ted.com/talks/salome_agbaroji_and_samora_pinderhughes_beyond_the_talk_salome_agbaroji_and_samora_pinderhughes_in_conversation_with_elise_hu
585749,eric_nguyen_how_ai_could_generate_new_life_forms,Eric Nguyen,How AI could generate new life-forms,https://www.ted.com/talks/eric_nguyen_how_ai_could_generate_new_life_forms
574282,salome_agbaroji_the_unprompted_a_poem_that_ai_will_never_understand,Salome Agbaroji,"""The Unprompted,"" a poem that AI will never understand",https://www.ted.com/talks/salome_agbaroji_the_unprompted_a_poem_that_ai_will_never_understand
591069,myriam_sidibe_what_sex_soap_and_alcohol_taught_me_about_making_an_impact,Myriam Sidibe,"What sex, soap and alcohol taught me about making an impact",https://www.ted.com/talks/myriam_sidibe_what_sex_soap_and_alcohol_taught_me_about_making_an_impact
590384,max_g_levy_can_saunas_make_you_live_longer,Max G. Levy,Can saunas make you live longer?,https://www.ted.com/talks/max_g_levy_can_saunas_make_you_live_longer
590785,negin_farsad_a_spicy_take_on_parenting_happiness_and_sex,Negin Farsad,"A spicy take on parenting, happiness and sex",https://www.ted.com/talks/negin_farsad_a_spicy_take_on_parenting_happiness_and_sex
589879,jenny_du_the_science_of_making_fruits_and_veggies_last_longer,Jenny Du,The science of making fruits and veggies last longer,https://www.ted.com/talks/jenny_du_the_science_of_making_fruits_and_veggies_last_longer
589667,emily_a_geest_mood_lighting_mating_and_murder_the_scintillating_lives_of_fireflies,Emily A. Geest,"Mood lighting, mating, and murder: The scintillating lives of fireflies",https://www.ted.com/talks/emily_a_geest_mood_lighting_mating_and_murder_the_scintillating_lives_of_fireflies
583725,joshua_bell_300_years_of_classical_music_in_18_minutes,Joshua Bell,300 years of classical music in 18 minutes,https://www.ted.com/talks/joshua_bell_300_years_of_classical_music_in_18_minutes
590726,ilona_szabo_de_carvalho_the_world_s_first_nature_superpower,Ilona Szabó de Carvalho,"The world's first ""nature superpower""",https://www.ted.com/talks/ilona_szabo_de_carvalho_the_world_s_first_nature_superpower
590030,dion_dawson_your_zip_code_shouldn_t_determine_your_lifespan,Dion Dawson,Your zip code shouldn’t determine your lifespan,https://www.ted.com/talks/dion_dawson_your_zip_code_shouldn_t_determine_your_lifespan
590927,sonia_shah_and_zeke_hernandez_the_missing_piece_in_the_story_of_migration,Sonia Shah and Zeke Hernandez,The missing piece in the story of migration,https://www.ted.com/talks/sonia_shah_and_zeke_hernandez_the_missing_piece_in_the_story_of_migration
589664,katharina_brecht_how_smart_are_crows,Katharina Brecht,How smart are crows?,https://www.ted.com/talks/katharina_brecht_how_smart_are_crows
585757,cate_hall_a_practical_guide_to_taking_control_of_your_life,Cate Hall,A practical guide to taking control of your life,https://www.ted.com/talks/cate_hall_a_practical_guide_to_taking_control_of_your_life
587684,yijia_tu_a_multigenerational_musical_journey,Yijia Tu,A multigenerational musical journey,https://www.ted.com/talks/yijia_tu_a_multigenerational_musical_journey
590283,jennifer_parlamis_why_venting_doesn_t_help_you_deal_with_anger,Jennifer Parlamis,Why venting doesn’t help you deal with anger,https://www.ted.com/talks/jennifer_parlamis_why_venting_doesn_t_help_you_deal_with_anger
589662,elise_cutts_the_ginormous_collision_that_tilted_our_planet,Elise Cutts,The ginormous collision that tilted our planet,https://www.ted.com/talks/elise_cutts_the_ginormous_collision_that_tilted_our_planet
589147,anuj_tanna_a_traditional_job_isn_t_the_only_path_to_success,Anuj Tanna,A traditional job isn’t the only path to success,https://www.ted.com/talks/anuj_tanna_a_traditional_job_isn_t_the_only_path_to_success
589177,steven_pinker_how_common_knowledge_shapes_the_world,Steven Pinker,How common knowledge shapes the world,https://www.ted.com/talks/steven_pinker_how_common_knowledge_shapes_the_world
590026,molly_hemstreet_a_bold_idea_to_rebuild_the_working_class,Molly Hemstreet,A bold idea to rebuild the working class,https://www.ted.com/talks/molly_hemstreet_a_bold_idea_to_rebuild_the_working_class
589882,samora_pinderhughes_4_beautifully_raw_tunes_from_the_healing_project,Samora Pinderhughes,4 beautifully raw tunes from “The Healing Project”,https://www.ted.com/talks/samora_pinderhughes_4_beautifully_raw_tunes_from_the_healing_project
585464,jason_hoellwarth_what_should_you_do_if_you_accidentally_cut_off_your_finger,Jason Hoellwarth,What should you do if you accidentally cut off your finger?,https://www.ted.com/talks/jason_hoellwarth_what_should_you_do_if_you_accidentally_cut_off_your_finger
574657,dustin_ballard_is_ai_ruining_music,Dustin Ballard,Is AI ruining music?,https://www.ted.com/talks/dustin_ballard_is_ai_ruining_music
589310,jaime_seeman_the_wonder_of_weightlifting,Jaime Seeman,The wonder of weightlifting,https://www.ted.com/talks/jaime_seeman_the_wonder_of_weightlifting
588323,lei_zhang_the_powerful_promise_of_earth_s_harshest_places,Lei Zhang,The powerful promise of Earth’s harshest places,https://www.ted.com/talks/lei_zhang_the_powerful_promise_of_earth_s_harshest_places
587615,jason_zada_how_to_turn_ai_prompts_into_movie_magic,Jason Zada,How to turn AI prompts into movie magic,https://www.ted.com/talks/jason_zada_how_to_turn_ai_prompts_into_movie_magic
592689,visit_philadelphia_road_to_the_vote_the_great_experiment, Visit Philadelphia,Road to the vote | The Great Experiment ,https://www.ted.com/talks/visit_philadelphia_road_to_the_vote_the_great_experiment
593519,visit_philadelphia_people_power_the_great_experiment, Visit Philadelphia,People power | The Great Experiment,https://www.ted.com/talks/visit_philadelphia_people_power_the_great_experiment
582198,bill_heck_and_stephanie_lepp_why_meeting_in_the_middle_isn_t_enough_for_today_s_trickiest_debates,Bill Heck and Stephanie Lepp,Why meeting in the middle isn’t enough for today’s trickiest debates,https://www.ted.com/talks/bill_heck_and_stephanie_lepp_why_meeting_in_the_middle_isn_t_enough_for_today_s_trickiest_debates
587546,stephen_esposito_the_greek_tragedy_of_oedipus_daughter,Stephen Esposito,The Greek tragedy of Oedipus' daughter,https://www.ted.com/talks/stephen_esposito_the_greek_tragedy_of_oedipus_daughter
588566,michael_sun_how_to_recapture_the_joy_of_the_early_internet,Michael Sun,How to recapture the joy of the early internet,https://www.ted.com/talks/michael_sun_how_to_recapture_the_joy_of_the_early_internet
583084,wawira_njiru_the_blueprint_for_serving_a_million_school_lunches_every_day,Wawira Njiru,The blueprint for serving a million school lunches — every day,https://www.ted.com/talks/wawira_njiru_the_blueprint_for_serving_a_million_school_lunches_every_day
584566,peter_wilczynski_the_multidimensional_magic_of_modern_maps,Peter Wilczynski,The multidimensional magic of modern maps,https://www.ted.com/talks/peter_wilczynski_the_multidimensional_magic_of_modern_maps
588269,james_mnyupe_a_small_nation_s_surprising_solution_to_unemployment,James Mnyupe,A small nation’s surprising solution to unemployment,https://www.ted.com/talks/james_mnyupe_a_small_nation_s_surprising_solution_to_unemployment
587556,david_baker_why_building_new_proteins_from_scratch_is_our_new_superpower,David Baker,Why building new proteins from scratch is our new superpower,https://www.ted.com/talks/david_baker_why_building_new_proteins_from_scratch_is_our_new_superpower
587544,hannibal_person_what_your_poop_can_tell_you_about_your_health,Hannibal Person,What your poop can tell you about your health,https://www.ted.com/talks/hannibal_person_what_your_poop_can_tell_you_about_your_health
587552,heni_ozi_cukier_are_we_heading_toward_world_war_iii,Heni Ozi Cukier,Are we heading toward World War III?,https://www.ted.com/talks/heni_ozi_cukier_are_we_heading_toward_world_war_iii
585713,barry_sonnenfeld_how_to_get_people_to_do_what_you_want,Barry Sonnenfeld,How to get people to do what you want,https://www.ted.com/talks/barry_sonnenfeld_how_to_get_people_to_do_what_you_want
586989,jacqueline_novogratz_700_million_people_still_live_without_electricity_here_s_how_to_fix_that,Jacqueline Novogratz,700 million people still live without electricity. Here’s how to fix that,https://www.ted.com/talks/jacqueline_novogratz_700_million_people_still_live_without_electricity_here_s_how_to_fix_that
585697,kiran_bhat_how_to_build_the_3d_world_of_your_dreams_with_just_a_text_prompt,Kiran Bhat,How to build the 3D world of your dreams with just a text prompt,https://www.ted.com/talks/kiran_bhat_how_to_build_the_3d_world_of_your_dreams_with_just_a_text_prompt
573567,jena_friedman_the_jokes_ai_won_t_tell,Jena Friedman,The jokes AI won’t tell,https://www.ted.com/talks/jena_friedman_the_jokes_ai_won_t_tell
585289,terry_kupers_what_happens_to_your_brain_without_any_social_contact,Terry Kupers,What happens to your brain without any social contact?,https://www.ted.com/talks/terry_kupers_what_happens_to_your_brain_without_any_social_contact
586305,jamie_woolf_and_christopher_bell_why_good_people_become_bad_bosses,Jamie Woolf and Christopher Bell,Why good people become bad bosses,https://www.ted.com/talks/jamie_woolf_and_christopher_bell_why_good_people_become_bad_bosses
582302,bradley_tusk_why_you_should_be_able_to_vote_on_your_phone,Bradley Tusk,Why you should be able to vote on your phone ,https://www.ted.com/talks/bradley_tusk_why_you_should_be_able_to_vote_on_your_phone
586302,nada_majdalani_an_unexpected_plan_for_peace_in_the_middle_east,Nada Majdalani,An unexpected plan for peace in the Middle East,https://www.ted.com/talks/nada_majdalani_an_unexpected_plan_for_peace_in_the_middle_east
585470,rafael_chiuzi_the_most_powerful_predictor_of_team_success,Rafael Chiuzi,The most powerful predictor of team success,https://www.ted.com/talks/rafael_chiuzi_the_most_powerful_predictor_of_team_success
573920,gale_e_ridge_why_is_it_so_hard_to_get_rid_of_bed_bugs,Gale E. Ridge,Why is it so hard to get rid of bed bugs?,https://www.ted.com/talks/gale_e_ridge_why_is_it_so_hard_to_get_rid_of_bed_bugs
583724,sitoyo_lopokoiyit_and_jacqueline_novogratz_a_story_of_moral_imagination_and_bold_entrepreneurship,Sitoyo Lopokoiyit and Jacqueline Novogratz,A story of moral imagination and bold entrepreneurship,https://www.ted.com/talks/sitoyo_lopokoiyit_and_jacqueline_novogratz_a_story_of_moral_imagination_and_bold_entrepreneurship
558619,safiya_sinclair_marigolds_a_poem_about_wonder,Safiya Sinclair,"""Marigolds,"" a poem about wonder",https://www.ted.com/talks/safiya_sinclair_marigolds_a_poem_about_wonder
584127,josephine_waweru_the_miraculous_device_that_saved_my_farm_and_changed_my_life,Josephine Waweru,The miraculous device that saved my farm — and changed my life,https://www.ted.com/talks/josephine_waweru_the_miraculous_device_that_saved_my_farm_and_changed_my_life
581922,philippe_villeneuve_the_inside_story_of_notre_dame_s_incredible_reconstruction,Philippe Villeneuve,The inside story of Notre-Dame’s incredible reconstruction,https://www.ted.com/talks/philippe_villeneuve_the_inside_story_of_notre_dame_s_incredible_reconstruction
584756,ilyena_hirskyj_douglas_what_happens_when_your_dog_uses_the_internet,Ilyena Hirskyj-Douglas,What happens when your dog uses the internet,https://www.ted.com/talks/ilyena_hirskyj_douglas_what_happens_when_your_dog_uses_the_internet
574668,carolyn_beans_are_there_really_dead_wasps_in_figs,Carolyn Beans,Are there really dead wasps in figs?,https://www.ted.com/talks/carolyn_beans_are_there_really_dead_wasps_in_figs
587351,hany_farid_beyond_the_talk_hany_farid_in_conversation_with_elise_hu,Hany Farid,Beyond the Talk: Hany Farid in conversation with Elise Hu,https://www.ted.com/talks/hany_farid_beyond_the_talk_hany_farid_in_conversation_with_elise_hu
583087,hany_farid_how_to_spot_fake_ai_photos,Hany Farid,How to spot fake AI photos,https://www.ted.com/talks/hany_farid_how_to_spot_fake_ai_photos
582276,fredette_lampre_the_fire_breathing_dragon_horse_sparking_wonder_in_a_city_near_you,Frédette Lampre,The fire-breathing dragon-horse sparking wonder in a city near you,https://www.ted.com/talks/fredette_lampre_the_fire_breathing_dragon_horse_sparking_wonder_in_a_city_near_you
583116,al_gore_why_climate_action_is_unstoppable_and_climate_realism_is_a_myth,Al Gore,"Why climate action is unstoppable — and ""climate realism"" is a myth",https://www.ted.com/talks/al_gore_why_climate_action_is_unstoppable_and_climate_realism_is_a_myth
579724,sarah_kay_ted_talks_daily_book_club_a_little_daylight_left,Sarah Kay,TED Talks Daily Book Club: A Little Daylight Left,https://www.ted.com/talks/sarah_kay_ted_talks_daily_book_club_a_little_daylight_left
583081,megan_j_mcardle_i_ll_probably_lose_my_job_to_ai_here_s_why_that_s_ok,Megan J. McArdle,I'll probably lose my job to AI. Here's why that's OK,https://www.ted.com/talks/megan_j_mcardle_i_ll_probably_lose_my_job_to_ai_here_s_why_that_s_ok
582992,chloe_hayden_the_autism_spectrum_isn_t_what_you_think_it_is,Chloé Hayden,The autism spectrum isn't what you think it is,https://www.ted.com/talks/chloe_hayden_the_autism_spectrum_isn_t_what_you_think_it_is
569173,ted_ed_how_close_can_we_actually_get_to_the_sun, TED-Ed,How close can we actually get to the Sun?,https://www.ted.com/talks/ted_ed_how_close_can_we_actually_get_to_the_sun
574442,dan_taberski_the_razor_thin_line_between_contagion_and_connection,Dan Taberski,The razor-thin line between contagion and connection,https://www.ted.com/talks/dan_taberski_the_razor_thin_line_between_contagion_and_connection
